"해당 자료는 2022년 01월 03일 추출한 자료입니다. K-apt 시스템은 실시간으로 수정, 변경이 가능한 시스템으로 기존 데이터가 수정 될 수 있으며, 엑셀자료는 단순 참조자료로 활용하여 주시기 바랍니다. 현 시점 정확한 자료는 제공되고 있는 OPENAPI를 참조하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,
시도,시군구,읍면,동리,단지코드,단지명,연면적,건축물대장연면적,관리비부과면적,주거전용면적,동수,세대수,전용면적(40이하),전용면적(40초과60이하),전용면적(60초과85이하),전용면적(85초과105이하),전용면적(105초과125이하),전용면적(125초과)
대전광역시,유성구,,죽동,A10027471,죽동천년나무아파트,"57,324","52,638","57,160","28,726",6,492,0,492,0,0,0,0
경기도,화성시,,오산동,A10027436,동탄2 금강펜테리움 1차아파트,"124,478","93,053","88,323","67,627",13,827,0,0,827,0,0,0
울산광역시,중구,,약사동,A10027142,약사더샵 아파트,"76,005","47,652","47,651","34,719",11,449,0,0,449,0,0,0
전라남도,여수시,,학동,A10027290,센트럴파크,"11,088","9,521","11,032","5,589",1,208,196,12,0,0,0,0
경기도,김포시,,구래동,A10027014,한강신도시3차푸르지오,"181,526","132,913","124,140","89,908",15,"1,510",0,"1,510",0,0,0,0
경상남도,김해시,진영읍,여래리,A10027034,협성휴포레 진영 아파트,"71,564","48,233","48,233","36,934",8,534,0,0,534,0,0,0
경기도,양주시,,옥정동,A10026829,e편한세상 옥정어반센트럴,"106,403","85,856","81,553","61,727",8,761,0,0,761,0,0,0
경기도,평택시,,통복동,A10026730,꿈의도시두드림,"14,845","13,233","13,233","5,654",1,298,298,0,0,0,0,0
서울특별시,용산구,,한강로2가,A10026719,아스테리움용산,"89,465",,"38,431",,1,,,,,,,
경기도,평택시,,서정동,A10026698,서정트인자리애2차 ,"12,460","8,842","10,967","5,085",1,180,150,30,0,0,0,0
부산광역시,해운대구,,중동,A10026916,해운대 달맞이 유림노르웨이숲 아파트,"56,136","41,792","39,503","30,082",6,364,0,97,216,0,49,2
부산광역시,서구,,서대신동3가,A10026510,대신더샵아파트,"64,987","63,394","45,032","33,654",5,429,22,58,301,48,0,0
충청남도,공주시,,월송동,A10026615,공주월송LH천년나무3단지아파트,"43,239","49,113","43,070","24,219",4,788,626,162,0,0,0,0
경기도,용인기흥구,,구갈동,A10026636,기흥역지웰푸르지오(주상복합),"88,335","70,525","88,335","47,651",4,561,0,0,561,0,0,0
경기도,김포시,,풍무동,A10026165,풍무센트럴푸르지오,"400,166","289,813","270,207","201,386",22,"2,467",0,269,"1,942",132,124,0
경기도,김포시,,운양동,A10026503,김포 반도유보라6차 아파트,"29,745","21,218","20,066","14,949",4,199,0,0,199,0,0,0
경상남도,창원의창구,북면,감계리,A10026382,감계힐스테이트2차,"129,486","92,041","88,088","65,406",11,836,0,147,600,89,0,0
경기도,안양만안구,,안양동,A10026351,안양신성미소지움아파트,"20,695","14,111","14,111","10,813",3,115,0,0,81,0,34,0
대구광역시,수성구,,매호동,A10026326,매호청구하이츠빌 ,"15,625","12,553","12,250","9,680",1,128,0,48,80,0,0,0
경상남도,창원진해구,,두동,A10026312,신우희가로아파트,"16,558","15,028","11,573","11,573",2,141,0,0,141,0,0,0
경기도,구리시,,갈매동,A10026309,갈매역 아이파크,"219,206","145,590","137,265","101,651",12,"1,196",0,0,"1,193",0,3,0
충청북도,청주상당구,,북문로2가동,A10026253,아트에비뉴 198,"9,719","7,876","7,876","4,443",1,198,198,0,0,0,0,0
충청남도,천안서북구,,불당동,A10026229,천안불당린스트라우스아파트,"217,622","158,872","148,809","111,421",12,"1,152",0,0,575,277,300,0
경기도,평택시,,용이동,A10026044,평택비전에듀포레푸르지오,"144,576","115,146","107,552","80,835",11,977,0,0,881,96,0,0
대구광역시,동구,,율하동,A10026031,대구율하 율하숲,"31,658","23,714","31,658","18,936",4,234,0,0,234,0,0,0
경기도,용인기흥구,,구갈동,A10026005,기흥역파크푸르지오아파트,"125,313","96,440","90,670","65,574",5,768,0,0,691,0,73,4
경기도,부천시,,심곡동,A10025566,다온하브,"23,769","14,054","14,054","5,508",1,283,283,0,0,0,0,0
부산광역시,부산진구,,범전동,A10025540,삼한골든뷰센트럴파크,"225,565","153,121","150,510","108,099",3,"1,272",0,0,"1,272",0,0,0
경상남도,양산시,물금읍,범어리,A62681108,양산물금1차대방노블랜드,"207,424","156,564","156,095","118,629",18,"1,414",0,374,718,0,322,0
경기도,여주시,,현암동,A46980123,e편한세상여주,"41,359","32,588","32,588","25,278",5,299,0,0,299,0,0,0
서울특별시,구로구,,신도림동,A15288808,SK VIEW,"44,408","44,416","32,661","25,831",3,304,0,0,304,0,0,0
경기도,이천시,,관고동,A46770301,관고동벽산블루밍,"39,104","29,677","29,075","22,768",3,227,0,0,111,0,116,0
전라남도,목포시,,산정동,A53035303,신안비치2차,"61,456","49,613","59,901","45,351",3,645,0,375,270,0,0,0
서울특별시,강서구,,마곡동,A15721010,마곡엠밸리14단지,"196,539","132,038","195,142","94,181",13,"1,270",0,582,600,0,88,0
대구광역시,달서구,,이곡동,A70478601,성서청남타운,"83,343","68,972","73,983","58,345",6,616,0,0,496,0,0,120
경상북도,경주시,,동천동,A78075306,경주우방타운,"93,311","79,038","77,844","66,090",10,816,0,192,552,0,0,72
제주특별자치도,제주시,애월읍,하귀1리,A69590102,제주하귀휴먼시아1단지,"68,235","52,568","37,736","37,736",10,445,0,0,445,0,0,0
서울특별시,동대문구,,회기동,A13087201,청량리신현대,"73,735","57,244","72,336","57,244",8,736,0,54,682,0,0,0
충청북도,음성군,금왕읍,무극리,A36975302,금왕두진백로1차아파트,"25,544","22,390","18,946","18,946",2,318,0,318,0,0,0,0
전라남도,목포시,,상동,A53082601,우미파크빌,"61,150","51,156","53,519","41,087",5,417,0,0,237,0,120,60
경기도,의정부시,,녹양동,A48071101,녹양동원2차,"15,225","13,444","13,527","9,641",2,162,0,90,72,0,0,0
경기도,수원영통구,,망포동,A44340004,동수원2차쌍용스윗닷홈,"34,423","28,997","28,813","22,279",4,274,0,39,235,0,0,0
경기도,성남분당구,,정자동,A46386717,분당상록마을보성임광,"60,854","51,001","51,890","40,048",8,568,0,140,428,0,0,0
울산광역시,울주군,범서읍,굴화리,A68976340,문수산푸르지오,"62,884","45,056","45,056","33,194",4,392,0,0,392,0,0,0
경기도,평택시,안중읍,현화리,A45178113,이화마을건영캐스빌,"86,716","79,036","78,784","61,053",8,744,0,0,744,0,0,0
울산광역시,남구,,신정동,A68001009,공업탑하트랜드,"15,773","15,773","15,773","7,129",1,239,239,0,0,0,0,0
서울특별시,은평구,,진관동,A41279928,은평뉴타운구파발10단지2관리,"62,954","43,888","43,888","33,446",10,423,0,97,326,0,0,0
서울특별시,강서구,,방화동,A15722007,방화삼성꽃마을,"19,094","17,778","19,094","15,080",3,206,0,87,119,0,0,0
충청북도,보은군,보은읍,교사리,A37680301,보은극동아파트,"13,190","11,768","12,959","9,521",3,220,170,50,0,0,0,0
경기도,안성시,공도읍,만정리,A45682309,금호어울림1단지,"62,292","54,361","54,362","40,196",6,474,0,0,474,0,0,0
서울특별시,노원구,,하계동,A13923103,하계청구,"62,776","51,796","62,776","51,796",5,660,0,0,660,0,0,0
충청남도,아산시,,온천동,A33601003,모노팰리스,"8,208","7,291","5,888","5,056",1,156,156,0,0,0,0,0
인천광역시,연수구,,연수동,A40670705,연수동남,"58,555","42,446","58,555","42,446",5,420,0,0,0,360,60,0
부산광역시,수영구,,민락동,A10028161,경동센텀메르빌,"19,382","14,480","14,651","10,845",2,157,0,0,157,0,0,0
광주광역시,동구,,월남동,A10028017,월남호반베르디움1차,"82,795","60,575","58,599","43,024",9,654,0,446,208,0,0,0
경상남도,함양군,함양읍,용평리,A67680105,경남무지개,0,"2,657",0,"2,419",,35,0,18,13,4,0,0
경기도,수원영통구,,이의동,A10028125,써밋플레이스 광교,"112,913","75,125","75,125","58,061",7,508,0,0,0,0,508,0
경상남도,창원마산합포구,,산호동,A10027629,산호베스티움아파트,"45,443","28,796","28,796","20,757",3,302,0,152,150,0,0,0
경기도,하남시,,풍산동,A10027552,미사강변 동원로얄듀크아파트,"139,964","92,204","88,297","66,170",8,808,0,0,808,0,0,0
서울특별시,구로구,,구로동,A10027493,덕영드림아파트 ,"13,892","10,556","11,474","7,875",1,125,0,65,60,0,0,0
부산광역시,동래구,,사직동,A10027341,사직KCC스위첸,"105,728","109,090","105,413","79,144",12,999,0,250,682,67,0,0
경기도,광주시,,역동,A10027316,e편한세상광주역4단지아파트,"47,783","47,109","33,479","25,205",7,331,0,70,261,0,0,0
충청북도,청주흥덕구,,강서동,A10027305,강서 우양센트럴,"10,989","8,034","9,723","5,230",1,216,216,0,0,0,0,0
인천광역시,서구,,청라동,A10027235,청라 골드클래스 커낼웨이 ,"41,642","29,205","29,175","22,306",6,269,0,0,269,0,0,0
부산광역시,연제구,,연산동,A10027141,부산더샵시티애비뉴2차아파트,"31,117","22,380","31,116","16,791",2,216,0,62,154,0,0,0
세종특별자치시,,,도담동,A10027058,도램마을11단지,"94,716","68,538","65,131","49,290",8,580,0,0,580,0,0,0
울산광역시,북구,,산하동,A10027009, 힐스테이트 강동,"103,432","84,412","78,810","59,038",6,696,0,0,696,0,0,0
경기도,오산시,,부산동,A10026708,오산시티자이2단지아파트,"132,222","96,886","90,625","66,317",8,941,0,555,340,46,0,0
광주광역시,북구,,각화동,A10026921,각화동골드클래스,"95,374","75,423","70,560","52,027",8,716,81,172,463,0,0,0
경상북도,구미시,,공단동,A10026697,e편한세상 구미파크밸리 아파트,"75,737","57,199","53,928","40,892",7,527,0,156,371,0,0,0
경기도,안성시,,아양동,A10026595,안성아양서희스타힐스NHF아파트,"135,301","106,139","106,139","79,967",7,963,0,0,963,0,0,0
인천광역시,연수구,,청학동,A40679307,청학동보,0,"9,580",0,"9,580",,135,0,75,60,0,0,0
서울특별시,서초구,,잠원동,A13779432,한신타운,0,"8,173",0,"8,173",,110,0,0,110,0,0,0
경상북도,경산시,하양읍,동서리,A10026537,하양코아루3차,"27,907","23,081","21,938","16,784",4,212,0,48,164,0,0,0
경상남도,창원성산구,,남산동,A10026201,창원남산효성해링턴플레이스,"57,492","43,834","42,959","32,881",9,460,0,222,238,0,0,0
경기도,화성시,,영천동,A10026518,동탄파크푸르지오아파트,"135,503","98,594","98,594","75,095",10,913,0,0,913,0,0,0
경기도,광주시,,쌍령동,A10026652,광주역 대광로제비앙아파트,"35,178","25,605","23,943","17,998",3,265,0,0,265,0,0,0
경기도,남양주시,화도읍,마석우리,A10026494,마석 힐즈파크 푸르지오,"83,932","64,850","60,696","44,107",7,620,0,343,277,0,0,0
경기도,광주시,오포읍,신현리,A10026172,e편한세상 테라스오포 4단지,"29,045","21,483","20,540","16,438",6,173,0,0,121,0,52,0
충청북도,진천군,덕산읍,두촌리,A10026169,충북혁신우미린스테이,"195,458","148,311","138,298","102,823",13,"1,345",0,0,"1,345",0,0,0
경기도,하남시,,풍산동,A10025991,하남 힐즈파크 푸르지오 2단지,"71,121","50,740","47,158","35,265",7,456,0,133,323,0,0,0
대구광역시,수성구,,범어동,A10025982,범어라온프라이빗2차아파트,"34,007","23,465","32,232","17,119",5,206,0,0,206,0,0,0
경기도,화성시,,목동,A10025968,동탄2신도시 베라체아파트,"111,216","77,818","77,818","58,019",10,859,0,498,361,0,0,0
경기도,안산단원구,,고잔동,A10025963,고잔롯데캐슬골드파크아파트,"93,984","91,676","91,676","66,906",9,"1,005",0,625,380,0,0,0
경기도,양주시,,옥정동,A10025844,GS건설제이드웰NHF,"144,421","99,048","144,176","76,225",9,947,0,0,947,0,0,0
울산광역시,북구,,중산동,A10025842,U-스타시티일동미라주더스타2단지,"109,218","83,202","77,854","58,317",12,739,0,119,579,41,0,0
대구광역시,달성군,논공읍,금포리,A10025833,달성우신미가뷰아파트,"113,656","79,513","74,428","53,525",8,701,0,130,571,0,0,0
경기도,남양주시,화도읍,녹촌리,A10025758,남양주 라온프라이빗2단지 ,"63,480","46,096","43,538","32,148",8,469,0,217,252,0,0,0
부산광역시,연제구,,연산동,A10025752,시청역 SK VIEW,"67,400","34,701","32,765","24,568",2,298,0,27,267,0,4,0
경기도,오산시,,원동,A10025478,오산 원동 한양수자인아파트,"64,842","51,614","48,318","36,052",4,495,0,120,375,0,0,0
전라남도,해남군,해남읍,해리,A10025567,해남 정하에코하임,"43,031","32,123","42,340","24,896",5,293,0,0,293,0,0,0
경기도,안산단원구,,초지동,A10025409,초지역메이저타운푸르지오메트로단지,"195,604","129,073","132,899","96,582",10,"1,548",0,"1,132",416,0,0,0
서울특별시,은평구,,응암동,A10025310,백련산 sk뷰 아이파크,"173,574","123,862","120,185","88,337",11,"1,305",80,678,499,48,0,0
경기도,광주시,,태전동,A10025309,힐스테이트 태전2차 에듀포레 11블럭 아파트,"103,035","68,701","68,697","50,899",10,706,0,0,706,0,0,0
광주광역시,광산구,,비아동,A10025308,첨단금호어울림더테라스,"64,052","54,347","49,701","38,971",30,460,0,0,460,0,0,0
전라북도,군산시,,미장동,A10027977,미장아이파크,"153,067","117,661","117,590","89,238",13,"1,078",0,141,863,74,0,0
서울특별시,동작구,,상도동,A10027472,상도효성해링턴플레이스,"33,592","21,249","21,163","15,804",2,202,0,54,148,0,0,0
서울특별시,영등포구,,문래동3가,A15076801,금호어울림,"20,507","20,509","14,889","11,388",3,134,0,0,134,0,0,0
경기도,부천시,,송내동,A10027567,byc부천위더스빌,"17,069","11,370","11,344","4,956",1,163,93,70,0,0,0,0
경기도,안양만안구,,안양동,A43075008,수리산현대홈타운2단지,"25,662","20,210","21,557","16,265",2,140,0,0,24,0,116,0
전라북도,남원시,,월락동,A10027411,월락동 양우내안애아파트,"39,825","35,688","39,825","25,970",5,357,0,120,237,0,0,0
충청북도,충주시,대소원면,본리,A10027254,충주첨단행복주택아파트,"13,844","12,860","13,740","8,363",3,295,287,8,0,0,0,0
경상북도,김천시,,율곡동,A10027208,김천혁신 이지더원,"77,460","56,064","56,064","43,647",6,486,0,0,389,0,97,0
강원도,원주시,,반곡동,A10027165,푸른숨LH9단지,"86,344","62,105","86,143","43,656",9,756,0,756,0,0,0,0
충청북도,청주흥덕구,,복대동,A10027167,포빌,"23,742","17,772","23,742","12,665",1,299,60,239,0,0,0,0
경기도,이천시,신둔면,수하리,A10026982,신둔코아루아파트,"27,817","21,721","20,730","15,595",4,197,0,30,167,0,0,0
경상남도,거제시,거제면,옥산리,A10026725,거제오션파크자이아파트,"99,910","93,025","88,085","68,742",11,783,0,0,710,0,73,0
경상남도,김해시,,동상동,A10026917,동상동 베스티움 아파트,"24,246","17,921","16,683","12,346",5,203,0,181,22,0,0,0
경기도,용인수지구,,풍덕천동,A10026839,e편한세상 수지아파트,"197,601","147,946","139,717","105,909",10,"1,237",0,0,"1,177",60,0,0
충청남도,예산군,예산읍,예산리,A10026812,예산행정타운 신동아파밀리에아파트,"67,103","52,276","49,611","38,033",8,462,0,0,462,0,0,0
경상남도,창원진해구,,용원동,A10026775,부산신항13단지 사랑으로 부영아파트,"115,228","88,727","63,227","63,227",8,780,0,120,660,0,0,0
부산광역시,기장군,정관읍,방곡리,A10026735,가화만사성더테라스아파트,"70,370","43,931","43,931","31,853",18,431,0,0,379,0,34,18
서울특별시,송파구,,장지동,A10026682,위례포레샤인아파트,"261,685","185,180","260,036","121,619",23,"2,200",440,"1,318",442,0,0,0
경기도,수원권선구,,호매실동,A10026603,수원 호매실벨섬시티 14단지,"187,313","147,136","186,719","108,643",13,"1,300",0,0,"1,300",0,0,0
광주광역시,광산구,,신창동,A10026620,신창대라수아파트 ,"19,633","16,427","15,195","11,928",4,180,1,32,147,0,0,0
경기도,화성시,,반송동,A44575309,서해더블루Spes,0,"11,356",0,"5,035",,40,0,0,0,9,7,24
경기도,평택시,,장당동,A10026550,제일하이빌1단지아파트,"80,422","79,504","63,630","42,775",7,714,0,714,0,0,0,0
인천광역시,서구,,가정동,A10026574,루원 호반베르디움 더센트럴아파트,"143,026","102,894","102,894","76,143",10,980,0,0,980,0,0,0
세종특별자치시,,,다정동,A10026515,가온마을2단지 아파트,"154,116","109,992","101,189","75,265",22,855,0,0,518,324,7,6
경기도,화성시,남양읍,남양리,A10026485,남양2차시티프라디움,"125,638","43,651","40,034","29,932",9,499,0,499,0,0,0,0
전라북도,전주덕진구,,만성동,A10026384,만성골드클래스아파트,"165,226","118,984","115,671","87,715",15,"1,070",0,0,"1,070",0,0,0
경기도,의정부시,,의정부동,A10026117,메트로타워,"5,971","5,040","5,087","3,621",1,176,176,0,0,0,0,0
경기도,하남시,,망월동,A10026105,미사강변14단지,"115,600","84,559","115,149","55,101",7,"1,632","1,536",96,0,0,0,0
전라남도,영광군,영광읍,단주리,A10026081,지엘리베라움아파트,"19,412","20,210","14,042","14,037",2,170,0,0,170,0,0,0
강원도,양양군,강현면,강선리,A10025920,강선LH아파트,"9,815","9,310","9,815","6,110",2,178,140,38,0,0,0,0
충청북도,청주흥덕구,,복대동,A10025910,복대두진하트리움2차아파트,"45,591","31,638","29,808","21,942",4,293,0,0,293,0,0,0
전라남도,여수시,,덕충동,A10025908,여수엑스포시티프라디움,"56,474","41,508","38,981","29,918",10,352,0,0,352,0,0,0
경기도,이천시,,안흥동,A10025804,이천롯데캐슬골드스카이,"168,470","92,230","88,890","62,549",4,736,0,0,736,0,0,0
서울특별시,서초구,,잠원동,A10026004,신반포자이아파트,"111,291","74,489","69,777","51,475",7,607,0,162,291,52,96,6
제주특별자치도,서귀포시,,동홍동,A10025795,센트럴팰리스,"23,022","12,693","15,827","8,142",1,299,293,6,0,0,0,0
세종특별자치시,,,반곡동,A10025486,수루배마을3단지,"141,374","101,354","71,965","71,965",24,784,0,0,477,299,2,6
경기도,남양주시,진접읍,장현리,A10025480,장현 행복주택2단지,"48,856","38,723","48,856","22,561",4,870,870,0,0,0,0,0
인천광역시,서구,,불로동,A10025430,불로한일타운아파트,"16,608","16,609","13,510","9,996",2,138,0,67,71,0,0,0
경상남도,거제시,,양정동,A10025289,거제2차 아이파크,"190,314","139,852","138,487","105,777",16,"1,279",0,0,"1,187",92,0,0
서울특별시,동대문구,,용두동,A10027274,동대문푸르지오시티,"44,969","12,483","17,454","8,674",1,299,299,0,0,0,0,0
경기도,동두천시,,동두천동,A10027625,우방아이유쉘아파트,"34,509","26,426","34,084","18,768",4,221,0,0,221,0,0,0
경기도,부천시,,괴안동,A42275003,트윈파크,0,"8,944",0,"8,944",,125,0,14,111,0,0,0
경기도,김포시,,구래동,A10027505,LH호수마을 5단지아파트,"68,622","51,697","68,396","33,726",7,890,802,88,0,0,0,0
충청북도,충주시,,연수동,A38078105,연수리첼2단지,"34,944","27,304","26,699","20,397",4,240,0,0,240,0,0,0
경기도,김포시,,풍무동,A10027488,김포풍무푸르지오,"423,153","293,954","293,954","218,697",23,"2,712",0,571,"1,873",0,268,0
전라남도,여수시,,웅천동,A10026573,여수웅천사랑으로부영5차아파트,"29,266","22,025","20,838","15,874",4,218,0,103,115,0,0,0
강원도,태백시,,소도동,A10027521,태백소도LH천년나무1단지,"20,266","19,434","20,263","13,274",6,326,212,114,0,0,0,0
서울특별시,금천구,,독산동,A10027188,금천롯데캐슬골드파크1차아파트,"270,973","188,228","188,228","137,731",11,"1,743",0,357,"1,281",105,0,0
경기도,남양주시,별내면,청학리,A10027153,반도유보라,"16,030","12,856","12,702","9,853",2,116,0,0,116,0,0,0
울산광역시,북구,,중산동,A10027137,오토밸리로 줌파크아파트,"114,553","84,998","84,998","60,268",10,867,0,535,332,0,0,0
경기도,양평군,강상면,병산리,A10027126,양평2차 휴먼빌아파트,"60,580","44,189","44,066","32,060",7,487,0,228,259,0,0,0
울산광역시,남구,,삼산동,A10027013,삼산 리버뷰웰가,"25,145","16,711","15,821","11,559",2,207,0,207,0,0,0,0
대구광역시,동구,,지묘동,A70173901,화성빌라트,"13,348","9,638","10,836","8,468",3,105,0,50,39,0,0,16
서울특별시,구로구,,구로동,A10026989,대림아르빌아파트,"13,188","7,765","13,188","7,765",1,83,0,0,56,0,27,0
대전광역시,유성구,,지족동,A10026987,노은3지구 영무예다음 에코타운,"100,473","70,270","66,595","51,654",17,615,0,0,615,0,0,0
서울특별시,송파구,,마천동,A10026961,송파파크데일3단지아파트,"8,092","6,179","8,091","3,667",3,148,148,0,0,0,0,0
경기도,평택시,,비전동,A10026970,뜨레휴 이곡마을7단지,"91,526","69,144","52,406","52,410",8,632,0,0,632,0,0,0
부산광역시,연제구,,연산동,A10026942,시청역퀸즈W아파트,"19,070","12,962","19,070","8,506",3,172,9,163,0,0,0,0
경기도,남양주시,,별내동,A10026936,별사랑마을2-5단지,"42,625","32,478","42,463","21,299",4,626,460,166,0,0,0,0
대구광역시,북구,,태전동,A10026848,매천역 더뉴클래스,"13,121","10,048","10,191","7,123",3,144,0,144,0,0,0,0
강원도,춘천시,동내면,거두리,A10026459,춘천 거두2 행복주택,"28,179","20,061","28,179","12,274",3,480,480,0,0,0,0,0
경기도,가평군,청평면,청평리,A10026405,이안지안스 청평,"30,475","23,812","22,379","16,997",4,243,0,86,157,0,0,0
경기도,남양주시,화도읍,녹촌리,A10026386,화도 센트럴 우방아이유쉘,"130,551","100,716","70,757","70,757",14,808,0,0,728,0,80,0
경기도,화성시,,영천동,A10026074,동탄파크자이아파트,"193,968","134,002","126,785","97,908",19,979,0,0,0,979,0,0
울산광역시,남구,,야음동,A10025958,대현더샵1단지,"42,798","32,253","30,082","21,995",3,275,0,0,267,0,8,0
인천광역시,남동구,,논현동,A10025792,인천논현하늘마을LH4단지,"22,099","27,872","22,099","10,940",2,412,412,0,0,0,0,0
서울특별시,동작구,,흑석동,A10025770,아크로 리버하임,"109,104","113,462","108,732","81,538",20,"1,073",65,248,716,0,36,8
광주광역시,광산구,,우산동,A10025707,하남LH천년나무,"16,789","11,922","16,680","7,504",3,300,300,0,0,0,0,0
경상북도,구미시,산동읍,신당리,A10025579,구미호반베르디움엘리트시티,"247,684","174,843","174,843","123,898",18,"2,092",0,"2,092",0,0,0,0
전라북도,전주덕진구,,반월동,A10025630,전주 반월(2)LH아파트,"41,963","40,100","41,755","26,051",7,842,750,92,0,0,0,0
전라남도,목포시,,연산동,A10025560,목포 용해2지구 모아엘가 에듀파크 아파트,"30,766","22,415","20,747","15,536",7,259,0,259,0,0,0,0
대구광역시,수성구,,만촌동,A70679901,수성누리빌데시앙,"34,497",,"25,559","25,559",13,,,,,,,
서울특별시,은평구,,응암동,A10025683,백련산파크자이아파트,"96,903","64,094","60,933","46,124",9,678,0,421,257,0,0,0
서울특별시,강서구,,방화동,A15785710,방화4단지(삼익삼환),"112,794","79,275","94,883","79,275",13,680,0,0,0,358,0,322
대전광역시,중구,,문화동,A30176503,문화삼성푸른아파트,"73,974","60,559","54,108","54,108",8,480,0,0,0,240,0,240
서울특별시,마포구,,용강동,A10028006,e편한세상마포리버파크,"80,034","54,251","53,507","39,755",9,547,42,225,245,0,35,0
인천광역시,남동구,,간석동,A40580901,다정한마을간석서해,"30,945","21,084","25,739","21,084",2,270,0,73,197,0,0,0
광주광역시,북구,,신용동,A50079110,한양수자인,"149,082","116,873","113,328","88,113",16,"1,254",0,0,"1,254",0,0,0
서울특별시,송파구,,장지동,A10028086,위례 송파푸르지오,"125,353","77,555","77,555","59,597",7,549,0,0,0,0,549,0
대구광역시,중구,,남산동,A70080201,효성해링턴플레이스,"67,790","58,882","67,714","44,002",5,499,0,0,448,0,51,0
부산광역시,금정구,,구서동,A10027986,구서삼한골든뷰,"17,899","8,586","8,586","4,885",1,203,203,0,0,0,0,0
전라북도,익산시,,어양동,A10028009,e 편한세상 어양 아파트,"190,724","134,367","134,366","102,949",10,"1,200",0,200,825,0,150,25
인천광역시,남동구,,구월동,A10028031,구월아시아드선수촌 6단지,"88,316","63,529","88,067","47,633",7,602,0,0,602,0,0,0
경기도,안산단원구,,초지동,A10027965,안산초지두산위브,"111,315","108,957","76,110","58,537",8,695,0,98,502,71,24,0
서울특별시,서대문구,,홍제동,A12078201,인왕산현대,"13,530","11,568","11,567","8,037",1,246,246,0,0,0,0,0
대전광역시,유성구,,지족동,A10027947,대전 노은3지구 1단지아파트,"51,251","29,177","35,903","19,299",5,600,528,72,0,0,0,0
경기도,부천시,,심곡동,A10027856,부천역푸르지오시티,"5,657","5,657","2,514","2,514",1,162,162,0,0,0,0,0
강원도,동해시,,발한동,A10027958,동해발한석미모닝파크,"31,762","31,178","29,159","22,351",5,298,0,29,269,0,0,0
충청남도,천안서북구,,성정동,A10027942,프라지움5차아파트,"28,151","25,250","25,249","14,598",1,297,11,286,0,0,0,0
충청북도,청주청원구,오창읍,주성리,A10027863,충북오창8단지부영아파트 ,"79,575","60,726","44,229","44,229",7,534,0,0,534,0,0,0
경상남도,창원진해구,,석동,A64570507,한솔솔파크,"66,314","65,925","52,493","43,390",7,327,0,0,0,0,107,220
경기도,수원권선구,,세류동,A10027961,수원역해모로아파트,"119,595","93,683","91,759","70,688",15,863,0,180,627,0,56,0
경기도,성남분당구,,삼평동,A46340010,판교호반써밋플레이스,"42,964","42,964","29,344","23,603",3,178,0,0,0,0,0,178
전라북도,군산시,,해망동,A10027784,군산희망루아파트,"42,411","28,661","19,790","19,790",5,483,258,225,0,0,0,0
경기도,고양덕양구,,행신동,A41222109,햇빛21단지대우코오롱아파트,"152,635","118,441","127,419","104,892",14,880,0,0,0,416,0,464
충청남도,천안동남구,목천읍,서리,A33074102,재동보라,"9,739","8,762","8,938","6,397",1,105,4,92,9,0,0,0
강원도,원주시,,반곡동,A10027980,푸른숨LH3단지,"99,324","79,846","61,160","61,160",10,728,0,0,728,0,0,0
세종특별자치시,,,나성동,A10027859,세진팰리스,"16,263","9,723","9,724","4,558",1,164,155,9,0,0,0,0
경기도,고양일산서구,,일산동,A41182502,일산5차동문,"59,645","45,231","45,231","35,349",7,427,0,134,235,0,22,36
경상북도,영덕군,영덕읍,우곡리,A10027751,영덕우진센트럴하임,"32,075","27,375","27,375","20,751",6,250,0,0,242,0,8,0
충청남도,홍성군,홍북읍,신경리,A10027710,내포신도시 경남아너스빌 아파트,"147,537","103,179","103,179","78,729",11,990,0,163,827,0,0,0
전라북도,완주군,봉동읍,낙평리,A10027762,광신프로그레스아파트,"43,151","40,797","40,796","31,503",5,400,0,0,400,0,0,0
경상남도,양산시,물금읍,가촌리,A10026437,양산 한양수자인 더퍼스트,"70,137","69,530","69,530","52,587",7,644,0,0,644,0,0,0
대구광역시,북구,,사수동,A10027410,금호신도시 서한 이다음,"142,700","111,591","105,230","81,255",9,977,0,0,854,117,0,6
충청북도,충주시,대소원면,본리,A10027583,충주지웰아파트,"62,419","48,299","48,299","35,596",8,602,0,602,0,0,0,0
경상남도,양산시,물금읍,물금리,A10027647,양산신도시LH아파트1단지,"92,372","66,860","91,985","44,748",14,"1,105",774,331,0,0,0,0
대구광역시,북구,,태전동,A70226006,두성3차,"15,355","13,346","15,355","10,313",1,137,0,53,84,0,0,0
전라북도,남원시,,왕정동,A10028018,금호프라자아파트,0,"14,035","4,246","10,613",1,136,0,80,28,0,28,0
서울특별시,도봉구,,창동,A13201003,도봉중흥S클래스,0,"9,236",0,"9,236",,50,0,0,0,0,0,50
경상남도,양산시,물금읍,가촌리,A10027564,양산신도시엘에이치아파트 5단지,"123,369","122,909","123,369","67,411",10,"1,047",272,200,575,0,0,0
대전광역시,유성구,,원신흥동,A10027314,LH도안천년나무11단지 아파트,"106,124","82,335","105,520","56,092",10,"1,460",904,556,0,0,0,0
경기도,광주시,,역동,A10027320,e편한세상 광주역 1단지 아파트,"58,795","58,795","42,944","32,397",8,441,0,139,302,0,0,0
