"해당 자료는 2022년 01월 03일 추출한 자료입니다. K-apt 시스템은 실시간으로 수정, 변경이 가능한 시스템으로 기존 데이터가 수정 될 수 있으며, 엑셀자료는 단순 참조자료로 활용하여 주시기 바랍니다. 현 시점 정확한 자료는 제공되고 있는 OPENAPI를 참조하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,
시도,시군구,읍면,동리,단지코드,단지명,연면적,건축물대장연면적,관리비부과면적,주거전용면적,동수,세대수,전용면적(40이하),전용면적(40초과60이하),전용면적(60초과85이하),전용면적(85초과105이하),전용면적(105초과125이하),전용면적(125초과)
인천광역시,부평구,,산곡동,A40377111,부평경남3차 아파트,"119,856","95,049","107,763","84,606",14,916,0,120,540,0,220,36
전라북도,전주완산구,,평화동2가,A56086509,동도미소드림,"72,607","63,730","63,243","48,547",7,541,0,0,450,0,91,0
전라북도,군산시,,경장동,A57342001,경장동 대영오르빌,"18,423","15,901","15,719","10,377",2,173,0,173,0,0,0,0
강원도,삼척시,도계읍,흥전리,A24590101,삼척도계주공아파트,"16,328","15,847","15,801","11,487",3,225,0,225,0,0,0,0
경기도,용인기흥구,,고매동,A44673103,기흥써니밸리,"26,301","18,812","18,370","14,515",4,171,0,0,171,0,0,0
충청북도,청주서원구,,산남동,A36116008,산남부영사랑으로아파트,"117,076","87,171","87,171","59,037",12,985,0,985,0,0,0,0
제주특별자치도,서귀포시,,동홍동,A69770008,동홍주공5단지,"49,435","47,907","48,380","39,853",29,830,152,678,0,0,0,0
경기도,수원영통구,,영통동,A44347014,영통황골마을쌍용,"90,816","71,282","69,184","52,140",10,872,0,872,0,0,0,0
제주특별자치도,제주시,,아라일동,A69012001,염광,"27,343","26,452","26,330","19,870",10,350,0,210,140,0,0,0
충청남도,보령시,,동대동,A35593807,동대휴먼시아4단지,"59,849","66,544","59,269","33,530",9,805,330,475,0,0,0,0
경기도,성남분당구,,정자동,A46381101,정자위브제니스타워,"39,164","20,927","39,164","20,927",2,157,0,0,25,0,0,132
경기도,이천시,신둔면,수광리,A46774501,수광엘리시움,"18,515","14,682","14,682","11,663",2,252,172,80,0,0,0,0
인천광역시,남동구,,만수동,A40577204,인천만수7,"80,843","68,926","68,924","47,043",9,"1,466","1,076",390,0,0,0,0
경상북도,포항북구,,학잠동,A79178701,학잠동아아파트,"55,492","49,287","48,536","37,633",6,492,0,224,234,0,0,34
경상북도,안동시,,송현동,A76030001,삼성명가타운1차,"23,314","14,274","21,845","14,274",2,280,74,206,0,0,0,0
부산광역시,기장군,정관읍,달산리,A61996108,정관1차동원로얄듀크,"133,233","94,266","94,265","72,044",13,"1,028",0,500,528,0,0,0
경기도,남양주시,오남읍,오남리,A47274921,오남푸르지오,"79,044","73,829","60,103","46,386",10,453,0,0,256,0,121,76
대전광역시,중구,,유천동,A30114001,현대남촌,"18,910","15,498","17,090","13,194",2,180,0,84,96,0,0,0
경기도,의정부시,,용현동,A48075603,용현세아1차,"22,545","21,790","21,368","17,146",2,202,0,0,202,0,0,0
전라북도,고창군,고창읍,읍내리,A58570001,읍내휴먼시아주공,"40,858","38,025","40,292","26,017",9,586,236,350,0,0,0,0
부산광역시,금정구,,부곡동,A60982202,부곡현대아파트,"20,219","15,798","20,140","15,798",2,192,0,0,192,0,0,0
울산광역시,남구,,무거동,A68080815,웰츠타워,"59,389","38,668","38,668","32,286",2,253,0,0,0,46,0,207
부산광역시,사상구,,괘법동,A61776003,괘법2차한신아파트,"105,230","105,289","105,230","82,984",9,"1,094",0,450,544,0,100,0
경기도,부천시,,중동,A42084708,중동금강마을주공,"137,274","98,676","135,593","98,676",19,"1,962",0,"1,662",300,0,0,0
경기도,시흥시,,월곶동,A42992702,월곶 알파시티,"11,628","10,406","11,628","5,111",1,273,273,0,0,0,0,0
경기도,수원권선구,,권선동,A44171520,권선삼성,"48,059","41,635","46,719","31,155",9,634,0,634,0,0,0,0
서울특별시,구로구,,개봉동,A15209207,개봉동현대아파트,"365,347","211,891","274,923","211,891",31,"2,412",0,545,"1,182",0,685,0
대구광역시,북구,,구암동,A70280713,칠곡5단지부영아파트,"86,923","69,738","68,384","55,394",8,746,0,242,504,0,0,0
충청북도,괴산군,괴산읍,동부리,A36780502,괴산동부,"23,190","23,049","23,049","15,524",5,310,68,242,0,0,0,0
경상남도,진주시,,가좌동,A66070101,가호에일린의뜰,"63,818","45,608","43,896","33,434",5,369,0,0,251,59,59,0
서울특별시,영등포구,,신길동,A15005002,레전드힐스,"8,070","5,390","5,452","2,962",1,216,216,0,0,0,0,0
서울특별시,영등포구,,양평동3가,A15010302,양평경남1차,"21,487","12,499","16,497","12,499",1,179,0,108,71,0,0,0
강원도,원주시,,단구동,A22094419,한일아파트,"47,572","39,192","32,351","32,351",7,540,0,540,0,0,0,0
경상남도,창원마산회원구,,양덕동,A63049004,신성미소지움,"29,772","24,961","20,326","20,442",4,227,0,0,179,0,48,0
인천광역시,부평구,,청천동,A40385807,청천광명,"45,922","28,980","38,916","28,980",4,418,0,228,190,0,0,0
경상남도,창원마산회원구,내서읍,삼계리,A63075827,The-푸른,"104,273","90,148","103,392","72,106",19,"1,314",119,"1,195",0,0,0,0
강원도,속초시,,교동,A21780515,동부아파트,"72,285","71,285","66,975","51,476",8,668,0,325,275,0,0,68
부산광역시,북구,,구포동,A61680703,구포협진태양아파트,"34,598","22,567","19,933","15,015",1,207,0,115,71,1,20,0
부산광역시,사하구,,장림동,A60484003,장림동원타워아파트,"23,189","22,281","21,170","16,308",2,216,0,54,162,0,0,0
전라남도,광양시,,중동,A54570107,중마2차부영아파트,"110,646","105,794","105,795","78,830",9,"1,466",0,"1,466",0,0,0,0
강원도,정선군,남면,문곡리,A23383101,정선수려안,"22,848","21,475","21,319","16,959",4,207,0,25,182,0,0,0
경기도,용인수지구,,성복동,A44898208,성복센트럴자이아파트,"116,579","85,685","84,010","66,799",10,500,0,0,80,78,0,342
인천광역시,계양구,,작전동,A40781701,작전 한아름 아파트,"12,956","11,505","10,850","8,510",1,150,0,150,0,0,0,0
인천광역시,중구,,운서동,A40034008,영종주공스카이빌12단지,"24,310","19,266","24,215","19,266",11,323,0,323,0,0,0,0
경기도,의정부시,,장암동,A48077007,장암주공2단지,"119,290","108,432","115,711","82,595",16,"1,661",0,"1,661",0,0,0,0
서울특별시,노원구,,월계동,A13905204,월계6-1초안,"34,911","34,911","29,650","21,281",3,410,100,310,0,0,0,0
대구광역시,수성구,,신매동,A70678118,시지청솔타운,"67,452","56,485","60,889","43,287",6,750,0,750,0,0,0,0
경기도,안산상록구,,사동,A42682405,예누림,"97,924","70,983","78,531","64,325",14,576,0,40,268,0,0,268
제주특별자치도,제주시,,이도이동,A69002202,이도주공1,"27,701","27,075","26,746","24,354",14,480,0,480,0,0,0,0
충청북도,청주청원구,,율량동,A36078116,율량삼성아파트,"86,044","67,584","74,281","57,237",8,798,0,412,386,0,0,0
경기도,시흥시,,은행동,A42983906,은행벽산3단지,"46,269","45,673","33,695","25,540",4,350,0,168,182,0,0,0
경상북도,포항북구,,양덕동,A79170606,포항장량5단지,"81,195","72,905","81,195","48,067",11,"1,006",219,787,0,0,0,0
인천광역시,미추홀구,,용현동,A40276110,용현 금호2차 아파트,"162,952","145,015","142,241","111,680",15,"1,306",0,194,796,0,160,156
전라북도,전주덕진구,,반월동,A56137005,반월동 대창하이빌,"51,748","51,411","35,056","23,973",3,835,835,0,0,0,0,0
부산광역시,사상구,,덕포동,A61781005,덕포자유아파트,"62,492","59,027","62,492","49,836",7,780,135,195,420,0,30,0
부산광역시,수영구,,광안동,A61375603,비치-그린아파트,"120,722","112,010","98,790","77,140",9,"1,038",0,437,601,0,0,0
서울특별시,노원구,,공릉동,A13980009,공릉태릉우성,"43,515","32,797","41,798","32,797",9,432,0,0,432,0,0,0
경기도,이천시,부발읍,신하리,A46786806,신한2차,"39,768","25,768","31,195","25,768",3,349,0,155,194,0,0,0
경기도,오산시,,원동,A44771508,오산두산동아,"66,431","45,702","58,664","45,702",8,516,0,0,444,0,0,72
서울특별시,동대문구,,전농동,A13071302,래미안크레시티,"370,093","257,151","185,895","188,159",31,"2,397",288,675,977,0,457,0
경기도,양주시,,덕계동,A48270504,한주아파트,"36,393","30,207","27,617","22,259",2,320,0,198,102,20,0,0
경상남도,거제시,,장평동,A65691810,대한1차아파트,"27,798","26,015","25,785","22,609",4,312,0,156,156,0,0,0
경기도,남양주시,,금곡동,A47280404,금곡미라보,"19,294","15,963","17,584","13,535",1,184,0,84,100,0,0,0
경기도,용인수지구,,죽전동,A44897114,대지마을현대홈타운3차2단지,"84,209","66,501","66,501","51,423",9,537,0,0,383,0,154,0
경기도,용인수지구,,상현동,A44874606,성복역리버파크,"70,302","67,068","66,565","52,311",4,702,0,291,411,0,0,0
서울특별시,영등포구,,신길동,A15086007,신길우성2차,"68,386","51,974","68,254","51,974",7,725,0,120,605,0,0,0
인천광역시,서구,,심곡동,A40483602,연희동남아파트,"30,733","19,738","25,919","19,738",2,280,0,160,120,0,0,0
경기도,화성시,향남읍,행정리,A44592105,향남시범한우물마을휴먼시아6단지,"99,916","95,306","99,333","54,470",18,"1,330",763,567,0,0,0,0
경기도,고양일산서구,,일산동,A41131301,일산후곡마을5단지영풍한진,"66,607","50,593","55,030","45,833",6,358,0,0,0,72,0,286
전라남도,여수시,,고소동,A55005001,한신아파트,"42,714","37,548","40,490","30,802",5,433,0,239,194,0,0,0
경상북도,경산시,,옥산동,A71280101,옥산우방타운,"98,521","78,967","86,037","70,981",6,764,0,0,440,240,0,84
서울특별시,강남구,,대치동,A13583701,대치현대,"91,401","49,313","67,052","49,313",8,630,0,286,203,93,48,0
대구광역시,북구,,복현동,A70276214,복현서한타운,"53,925","41,721","45,140","33,763",6,454,0,192,262,0,0,0
전라남도,나주시,,죽림동,A52009001,나주 삼성아파트,"29,786","27,437","28,998","22,081",4,340,0,272,68,0,0,0
울산광역시,중구,,다운동,A68180302,다운삼성,"35,197","28,195","30,084","24,072",3,282,0,117,100,0,0,65
경기도,오산시,,원동,A44774402,오산KS건영아느칸빌,"27,677","17,269","22,160","17,269",4,211,0,26,185,0,0,0
인천광역시,강화군,선원면,창리,A41782301,강화2차 세광 엔리치빌 아파트,"59,550","49,901","49,899","40,036",9,497,0,0,382,115,0,0
경기도,의정부시,,호원동,A48002033,호원가든1차,"90,172","78,126","79,190","60,193",6,806,0,331,475,0,0,0
전라북도,군산시,,소룡동,A57387904,소룡진흥아파트,"40,975","39,373","40,511","31,606",6,499,0,246,253,0,0,0
울산광역시,울주군,온산읍,덕신리,A68989506,덕신동백,"54,363","51,505","53,554","40,379",5,810,0,810,0,0,0,0
울산광역시,남구,,야음동,A68083609,삼한힐파크,"31,262","24,160","25,434","20,271",3,292,0,162,130,0,0,0
서울특별시,강서구,,가양동,A15780806,가양5단지,"107,846","96,617","101,602","66,178",16,"2,411","2,145",266,0,0,0,0
전라남도,여수시,,여서동,A55026005,여서경남아파트1단지,"66,639","60,126","60,158","49,409",6,570,0,30,450,0,90,0
경기도,안양만안구,,박달동,A43003203,박달신한,"32,326","26,997","30,942","24,758",10,370,0,0,370,0,0,0
경기도,오산시,,원동,A44773706,운암청구,"62,482","42,215","53,474","42,215",5,374,0,0,0,180,152,42
전라북도,익산시,,동산동,A57095908,동산동 제일2차,"55,193","41,015","54,491","41,015",4,484,0,0,484,0,0,0
경상북도,안동시,,송현동,A76075106,송현2주공아파트,"41,374","41,366","41,374","35,178",19,940,489,451,0,0,0,0
서울특별시,구로구,,고척동,A15283702,고척우성꿈동산,"29,952","16,418","23,430","16,418",3,204,0,0,204,0,0,0
광주광역시,서구,,쌍촌동,A50275209,신천힐탑맨션,"45,117","34,556","33,934","24,722",3,319,0,122,180,0,11,6
전라남도,광양시,,중동,A54570105,중마1차부영아파트,"34,662","34,807","10,544","26,941",3,400,0,282,118,0,0,0
서울특별시,영등포구,,대림동,A15081602,대림현대2차,"32,405","23,727","32,405","23,727",2,280,0,0,280,0,0,0
경기도,평택시,,비전동,A45072914,엘지덕동,"54,549","44,755","54,549","44,755",8,494,0,0,326,168,0,0
대구광역시,수성구,,황금동,A70685004,수성2차우방타운,"55,031","46,754","55,031","42,579",12,535,0,0,535,0,0,0
전라북도,익산시,,어양동,A57021004,어양우미,"42,089","41,245","41,075","29,813",3,497,0,497,0,0,0,0
경기도,시흥시,,정왕동,A42945005,문영센스빌,"32,323","32,173","31,635","24,574",12,410,0,410,0,0,0,0
대구광역시,수성구,,황금동,A70679501,신천지하이츠,"23,665","16,442","23,665","13,930",3,164,0,0,164,0,0,0
서울특별시,영등포구,,양평동4가,A15086601,양평경남2차아너스빌,"26,742","13,077","18,704","13,077",1,198,0,87,111,0,0,0
경상남도,창원마산합포구,,해운동,A63187203,한일비치맨션,"23,113","20,013","22,112","15,801",1,198,0,80,76,0,0,42
서울특별시,강북구,,수유동,A14207203,수유벽산,"173,083","155,601","167,073","132,753",13,"1,454",0,0,954,0,500,0
인천광역시,부평구,,산곡동,A40378202,부평 경남2차 아파트,"89,165","62,194","75,942","62,194",8,690,0,30,540,0,0,120
경기도,안양동안구,,호계동,A43108002,신도브래뉴아파트,"26,024","20,465","20,465","15,963",1,203,0,0,203,0,0,0
경기도,성남분당구,,정자동,A46374428,정자한솔마을주공6차,"71,152","63,038","67,715","47,061",12,"1,039",683,356,0,0,0,0
경상북도,안동시,,태화동,A76090404,태화주공아파트,"14,806","14,121","14,146","12,101",8,370,370,0,0,0,0,0
경기도,화성시,봉담읍,와우리,A44589702,화성동보,"11,924","10,837","7,284","7,284",1,299,299,0,0,0,0,0
경상남도,양산시,,평산동,A62675713,태원아파트,"99,448","90,759","99,439","73,975",7,994,0,388,526,0,80,0
대구광역시,동구,,신서동,A70130009,아름다운나날1단지,"82,968","69,288","69,285","55,905",13,782,0,396,386,0,0,0
부산광역시,부산진구,,초읍동,A61487301,초읍대진아파트,"28,600","28,344","28,210","20,932",2,160,0,0,100,0,0,60
서울특별시,강서구,,가양동,A15780705,가양4단지,"88,203","80,620","84,256","54,859",12,"1,998","1,763",235,0,0,0,0
대구광역시,수성구,,매호동,A70676310,시지두레타운,"48,158","40,492","43,834","31,122",4,780,780,0,0,0,0,0
대전광역시,중구,,문화동,A30181203,문화마을금호어울림,"79,374","63,287","63,284","48,815",10,544,0,0,490,0,0,54
대구광역시,서구,,내당동,A70380501,광장타운2차,"25,595","25,639","25,423","20,975",2,180,0,0,0,96,0,84
경기도,부천시,,상동,A42003016,상동하얀마을현대아이파크,"93,474","73,114","77,988","61,302",10,511,0,0,0,242,0,269
경기도,광명시,,하안동,A42385203,하안주공8단지,"140,074","104,388","140,074","104,388",21,"1,680",0,"1,190",490,0,0,0
경기도,고양일산서구,,탄현동,A41132005,탄현15단지효성,"37,389","29,323","31,763","25,168",3,241,0,0,0,209,0,32
경기도,하남시,,덕풍동,A46501201,케이씨씨스위첸,"34,284","33,872","25,851","20,737",4,244,0,0,244,0,0,0
서울특별시,구로구,,고척동,A15283709,고척청구아파트,"61,151","34,665","45,549","34,665",4,448,0,225,146,0,77,0
경기도,파주시,,금촌동,A41301004,금촌대영장미1차,"27,412","22,414","22,525","17,808",2,244,0,114,130,0,0,0
충청북도,청주청원구,,율량동,A36081802,율량삼정1차 아파트,"20,153","18,612","19,940","15,664",2,218,0,0,218,0,0,0
인천광역시,미추홀구,,주안동,A40283601,주안 현광 아파트,"26,302","16,859","22,969","16,859",1,273,0,180,93,0,0,0
경기도,이천시,부발읍,아미리,A46774307,아미현대3차,"42,788","28,943","35,041","28,943",2,400,0,200,200,0,0,0
부산광역시,해운대구,,반송동,A61280103,반송삼정그린코아,"31,663","30,266","31,522","23,758",1,299,0,119,140,0,40,0
전라북도,전주덕진구,,우아동2가,A56122201,우아동 선변오지오,"34,875","26,707","26,316","20,352",4,240,0,0,240,0,0,0
울산광역시,울주군,범서읍,굴화리,A68985330,굴화강변월드메르디앙,"110,392","90,043","87,682","67,680",10,696,0,0,423,0,191,82
대구광역시,동구,,방촌동,A70180407,강변1차타운,"42,175","41,336","41,283","33,542",10,477,0,90,387,0,0,0
충청북도,음성군,대소면,오류리,A36982401,융보목련아파트,"13,341","12,415","13,341","9,582",1,171,0,171,0,0,0,0
대구광역시,북구,,침산동,A70285701,침산태왕리더스,"30,851","23,607","23,891","18,378",2,200,0,0,152,0,48,0
전라남도,보성군,벌교읍,회정리,A54690101,벌교장미,"17,892","16,190","17,521","12,451",1,219,0,219,0,0,0,0
경기도,성남중원구,,은행동,A46270901,은행현대,"133,079","120,918","133,079","106,465",14,"1,258",0,0,"1,258",0,0,0
광주광역시,광산구,,월곡동,A50605401,일신아파트,"78,435","69,006","78,435","59,844",6,724,0,0,724,0,0,0
대전광역시,유성구,,반석동,A30515001,반석마을5단지,"115,952","80,191","80,174","64,703",9,536,0,0,0,202,0,334
서울특별시,송파구,,풍납동,A13804003,풍납시티극동,"53,701","35,287","46,284","35,287",3,442,0,204,147,3,78,10
서울특별시,관악구,,봉천동,A15180705,관악드림타운,"531,140","358,918","389,396","302,518",44,"3,544",0,"1,044","1,468",248,784,0
서울특별시,강서구,,방화동,A15722108,방화동부센트레빌,"68,327","37,419","45,264","37,419",7,407,0,5,278,0,124,0
경기도,남양주시,오남읍,오남리,A47289512,오남롯데아파트,"52,423","41,261","42,922","34,119",4,416,0,247,66,0,0,103
광주광역시,서구,,풍암동,A50283312,풍암금호타운1차,"122,018","92,653","98,176","82,236",7,570,0,0,0,0,0,570
경기도,포천시,신북면,기지리,A48791103,산호기지그린빌,"37,528","39,078","37,058","26,850",5,479,173,233,73,0,0,0
서울특별시,동작구,,사당동,A15609002,사당삼호그린,"27,840","16,321","16,299","16,321",1,211,0,83,110,1,17,0
광주광역시,광산구,,장덕동,A50625105,수완GS자이,"100,235","99,317","54,259","54,262",7,433,0,0,0,0,337,96
경기도,군포시,,산본동,A43576807,산본개나리,"141,284","131,893","141,284","100,669",17,"1,778",0,"1,778",0,0,0,0
대구광역시,북구,,침산동,A70285901,침산동화타운,"29,600","23,305","23,275","16,921",3,298,30,268,0,0,0,0
서울특별시,동대문구,,답십리동,A13080201,답십리대우,"43,813","26,818","26,818","26,818",4,319,0,109,128,0,82,0
부산광역시,금정구,,부곡동,A60975303,경남한신,"199,267","125,418","159,726","125,418",10,"1,408",0,504,520,0,184,200
서울특별시,광진구,,자양동,A14319303,자양현대홈타운10차,"37,340","30,006","28,125","22,622",6,245,0,2,154,34,55,0
경상북도,안동시,,옥동,A76075306,옥동삼성1차아파트,"59,993","47,854","51,032","41,519",5,508,0,0,508,0,0,0
충청남도,천안서북구,성거읍,저리,A33185511,보금자리,"13,864","13,263","11,570","8,870",2,245,245,0,0,0,0,0
전라북도,익산시,,송학동,A57008004,지안리즈,"69,531","69,531","49,863","36,195",7,700,0,700,0,0,0,0
부산광역시,동래구,,온천동,A60783101,르메이에르동래타운,"42,845","39,084","29,942","23,618",1,226,0,0,117,42,0,67
서울특별시,도봉구,,쌍문동,A13286203,쌍문경남,"18,166","12,652","18,166","12,652",2,264,0,240,24,0,0,0
서울특별시,광진구,,자양동,A14376501,한솔리베르,"23,388","19,097","19,394","14,888",1,185,0,0,185,0,0,0
경상북도,경주시,,황성동,A78075802,삼보타운3차아파트,"16,260","15,786","16,251","11,951",1,180,0,120,60,0,0,0
인천광역시,계양구,,효성동,A40778107,효성 뉴서울1차 아파트,"30,012","20,733","28,790","20,733",10,460,0,460,0,0,0,0
경기도,포천시,소흘읍,송우리,A48782308,전원우정,"82,103","83,469","82,088","66,791",12,908,0,414,494,0,0,0
전라북도,남원시,,향교동,A59002002,남원 중앙하이츠,"74,781","72,607","72,623","59,527",7,698,0,0,638,0,0,60
경기도,의정부시,,장암동,A48093803,수락리버시티2단지,"64,807","48,023","64,805","37,299",10,473,0,219,164,0,90,0
전라북도,전주덕진구,,인후동1가,A56183101,인후동 거성프라자,"20,344","16,752","15,756","11,825",1,165,0,18,147,0,0,0
서울특별시,동대문구,,제기동,A13006101,제기한신,"151,164","88,404","114,587","88,404",12,"1,070",0,411,395,0,264,0
충청북도,제천시,,청전동,A39077102,제천현대아파트,"21,447","20,809","20,856","16,868",2,205,0,0,205,0,0,0
경기도,남양주시,와부읍,덕소리,A47272914,덕소주공3차,"74,361","62,368","74,064","50,469",10,782,0,622,160,0,0,0
광주광역시,남구,,노대동,A50387102,송화마을휴먼시아2단지,"35,528","35,528","35,528","21,306",8,384,84,300,0,0,0,0
강원도,원주시,,단구동,A22094204,해청,"19,651","19,006","18,734","14,956",2,196,0,0,196,0,0,0
대구광역시,수성구,,범어동,A70682603,수성태왕아너스,"25,146","24,513","19,274","15,171",2,179,0,0,179,0,0,0
경기도,의정부시,,호원동,A48002016,호원우성1차,"39,809","39,980","39,809","32,548",4,381,0,135,162,0,0,84
서울특별시,성북구,,종암동,A13671203,종암선경아파트,"25,065","16,584","22,237","16,584",2,238,0,86,152,0,0,0
인천광역시,부평구,,삼산동,A40309017,삼산현대,"35,633","24,358","31,102","24,358",2,330,0,144,186,0,0,0
서울특별시,영등포구,,당산동1가,A15080002,당산진로,"52,800","40,349","52,800","40,349",4,461,0,207,170,0,0,84
충청남도,서산시,대산읍,대산리,A35687302,서산 대산삼호아파트,"25,587","23,995","24,595","19,825",2,250,0,90,130,0,30,0
경기도,시흥시,,목감동,A42982001,목감대명,"18,895","18,895","18,895","14,516",1,195,0,0,195,0,0,0
경기도,용인수지구,,상현동,A44813001,풍산,"48,513","44,591","44,577","35,601",4,438,0,202,164,0,0,72
서울특별시,성동구,,옥수동,A13375901,한남하이츠,"75,886","69,937","75,886","69,937",8,535,0,0,0,249,0,286
서울특별시,마포구,,성산동,A12185003,SH성산아파트,"84,189","82,735","84,189","59,075",7,"1,807","1,807",0,0,0,0,0
경기도,남양주시,,별내동,A47274201,별내쌍용예가,"141,366","96,721","96,722","76,513",10,652,0,0,0,222,338,92
대구광역시,달성군,다사읍,죽곡리,A71175132,대실역리슈빌3단지,"105,920","71,034","56,687","56,687",8,597,0,0,419,0,178,0
경기도,시흥시,,대야동,A42987405,시흥은행동신,"32,408","31,970","24,237","19,332",4,229,0,40,120,69,0,0
울산광역시,중구,,다운동,A68180203,다운아파트2차(다운사원임대),"21,840","22,031","15,868","15,996",2,400,400,0,0,0,0,0
부산광역시,서구,,암남동,A60283005,정림비치타운아파트,"32,096","30,898","30,782","25,301",2,268,0,0,178,0,60,30
강원도,영월군,영월읍,하송리,A23080805,하송주공3차아파트,"31,768","29,111","31,572","22,482",3,450,0,450,0,0,0,0
서울특별시,양천구,,신월동,A15883201,양천벽산블루밍,"60,660","60,429","45,872","36,579",6,485,0,168,317,0,0,0
울산광역시,북구,,화봉동,A68330005,화봉휴먼시아,"94,234","80,780","93,658","61,269",11,733,0,0,733,0,0,0
전라북도,정읍시,,상동,A58075603,정읍상동휴먼시아,"76,898","67,045","76,431","45,642",13,992,254,738,0,0,0,0
경기도,김포시,양촌읍,학운리,A41576903,양촌휴먼시아1차,"23,894","18,513","23,780","12,513",4,314,202,112,0,0,0,0
서울특별시,동작구,,노량진동,A15605003,노량진쌍용예가,"49,334","32,463","31,281","23,774",5,299,0,118,136,0,45,0
광주광역시,서구,,풍암동,A50277623,풍암광명메이루즈,"54,701","41,422","40,712","31,570",7,281,0,0,86,0,149,46
경기도,용인수지구,,풍덕천동,A44899103,이스턴팰리스아파트,"54,145","36,022","36,060","30,696",3,174,0,0,0,0,0,174
충청남도,당진시,송악읍,복운리,A34382707,동광,"59,691","53,175","51,967","39,298",10,655,0,655,0,0,0,0
전라북도,전주덕진구,,송천동1가,A56181713,송천동서호1차,"64,108,825","62,785","58,150","48,217",7,480,0,0,360,0,0,120
경상남도,창원마산합포구,,신흥동,A63142201,신한토탈,"18,697","16,395","16,555","12,594",2,176,0,104,60,8,0,4
경기도,군포시,,산본동,A43573107,산본7단지 우륵아파트,"117,027","104,908","112,684","79,462",15,"1,312",0,"1,212",100,0,0,0
전라북도,익산시,,목천동,A57013001,목천원주아파트,"17,610","16,391","15,592","11,929",1,222,24,198,0,0,0,0
서울특별시,양천구,,신월동,A15809601,신월대주파크빌,"22,570","13,429","17,147","13,429",3,189,0,105,84,0,0,0
경기도,용인기흥구,,중동,A44691604,어정마을동백아이파크,"59,821","59,561","37,733","37,733",6,313,0,0,0,112,0,201
경상북도,포항북구,,장성동,A79175818,장성삼도뷰엔빌W,"91,502","69,881","48,987","48,987",6,502,0,0,334,0,117,51
전라북도,전주완산구,,서완산동2가,A56015201,오페라하우스,"43,262","42,572","27,636","22,491",4,160,0,0,0,0,0,160
서울특별시,은평구,,진관동,A41279926,은평뉴타운폭포동4단지제3,"26,308","18,562","18,454","14,787",3,126,0,0,0,68,0,58
부산광역시,북구,,만덕동,A61682804,만덕협성파크,"46,117","40,730","42,174","32,071",3,445,0,150,295,0,0,0
경기도,성남분당구,,운중동,A46379106,산운마을14단지경남아너스빌아파트,"102,514","73,883","101,807","53,918",12,492,0,0,0,244,236,12
경기도,수원권선구,,호매실동,A44188402,호매실쌍용,"36,186","28,369","30,729","23,886",5,294,0,90,170,0,34,0
대전광역시,중구,,문화동,A30181402,극동아파트,"28,571","21,971","24,319","19,737",4,216,0,0,144,0,72,0
부산광역시,금정구,,부곡동,A60982101,부곡영풍마드레빌아파트,"18,391","11,537","15,578","11,537",4,153,1,54,98,0,0,0
전라남도,여수시,돌산읍,우두리,A55690203,여수청솔3차,"47,109","43,145","43,145","33,995",5,568,0,568,0,0,0,0
경기도,성남분당구,,구미동,A46373915,구미까치마을신원,"143,852","117,569","103,809","103,809",14,882,0,60,172,128,0,522
서울특별시,강서구,,가양동,A15720101,가양일신건영휴먼빌,"22,443","17,708","17,708","14,228",3,177,0,30,147,0,0,0
경기도,의정부시,,의정부동,A48001001,의정부IB타워,"7,092","6,088","6,088","3,495",1,208,208,0,0,0,0,0
부산광역시,부산진구,,범천동,A61402005,범내골역한라비발디스튜디오422,"7,000","7,000","3,410","3,410",1,150,150,0,0,0,0,0
대구광역시,북구,,읍내동,A70284711,칠곡한서타운,"75,780","54,762","59,401","43,605",5,593,0,270,323,0,0,0
울산광역시,중구,,복산동,A68122003,복산평창,"23,687","19,108","19,689","15,772",1,216,0,91,125,0,0,0
충청남도,논산시,강경읍,황산리,A32090201,논산보성리버맨션아파트,"17,204","16,945","16,959","13,013",1,180,0,90,90,0,0,0
서울특별시,마포구,,신공덕동,A12179001,브라운스톤공덕,"40,490","29,501","28,988","22,410",3,290,0,146,96,0,48,0
경상남도,김해시,,구산동,A62190109,구산주공3단지,"72,679","63,067","63,073","53,067",13,810,0,630,180,0,0,0
경상북도,의성군,의성읍,도동리,A76980102,경신아파트,"11,147","10,669","10,645","8,045",1,160,14,146,0,0,0,0
인천광역시,부평구,,부평동,A40301001,부평두산위브아파트,"37,076","26,613","26,609","21,122",4,280,0,105,175,0,0,0
인천광역시,서구,,청라동,A40470309,청라힐데스하임,"162,324","109,937","109,932","76,938",10,"1,284",0,"1,284",0,0,0,0
경상남도,창원마산합포구,,교원동,A63110001,마산무학자이,"111,236","88,899","85,957","66,853",8,705,0,88,321,0,193,103
경상남도,진주시,,충무공동,A66084103,경남혁신도시LH4단지,"147,943","114,070","147,534","86,337",12,"1,037",0,0,"1,037",0,0,0
경기도,수원장안구,,천천동,A44072307,천천삼성래미안,"108,874","93,778","93,778","68,498",12,876,0,238,638,0,0,0
부산광역시,해운대구,,우동,A61202004,트럼프월드센텀,"125,514","108,984","75,942","57,924",4,564,0,0,252,62,123,127
서울특별시,노원구,,중계동,A13922910,중계주공7단지,"38,052","27,783","27,783","27,783",5,630,0,630,0,0,0,0
충청북도,청주서원구,,산남동,A36116007,산남푸르지오아파트,"113,920","113,708","82,232","63,207",13,760,0,0,760,0,0,0
